Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Сливочник BACR05,http://rakporcelain.com/products/productbig_488_1430914861BACR35.png,410,RAK (Арабские Эмираты),BACR05,"
50 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/11367/
Солонка BASS01,http://rakporcelain.com/products/productbig_496_1430915783BASS01.png,499,RAK (Арабские Эмираты),BASS01,"
-6
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_430/
Соусник BAGB15,http://rakporcelain.com/products/productbig_489_1430915003BAGB35.png,819,RAK (Арабские Эмираты),BAGB15,"
15 сл (6)
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_385/
Соусник BAGB35,http://rakporcelain.com/products/productbig_489_1430915003BAGB35.png,861,RAK (Арабские Эмираты),BAGB35,"
35 сл (4)
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_386/
Табличка BAMH01,http://rakporcelain.com/products/productbig_502_1430919113BAMH01.png,525,RAK (Арабские Эмираты),BAMH01,"
 
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_393/
Тарелка BASD02,http://posuda-mix.ru/upload/shop_1/3/5/8/item_358/shop_items_catalog_image358.jpg,357,RAK (Арабские Эмираты),BASD02,"
12,5х8,5 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_418/
Тарелка глубокая BADP23,http://rakporcelain.com/products/productbig_456_1430726335BADP30.png,384,RAK (Арабские Эмираты),BADP23,"
23 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/11368/
Тарелка глубокая BADP26,http://rakporcelain.com/products/productbig_456_1430726335BADP30.png,560,RAK (Арабские Эмираты),BADP26,"
26 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/11369/
Тарелка глубокая для пасты BADP30,http://rakporcelain.com/products/productbig_456_1430726335BADP30.png,803,RAK (Арабские Эмираты),BADP30,"
30 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/11370/
Тарелка для пиццы BAPP32,http://rakporcelain.com/products/productbig_458_1430726593BAPP33.png,707,RAK (Арабские Эмираты),BAPP32,"
30,5 см (6)
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Banquet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/Banquet/item_408/
